 1,000000 ; inf
 1,160000 ; 32,635332
 1,320000 ; 24,025289
 1,480000 ; -34,381750
 1,640000 ; -6,418662
 1,800000 ; -9,774379
 1,960000 ; 110,420277
 2,120000 ; 5,335577
 2,280000 ; 3,424322
 2,440000 ; 17,567219
 2,600000 ; -5,946803
 2,760000 ; -1,633405
 2,920000 ; -6,539547
 3,080000 ; 5,284720
 3,240000 ; 3,156754
 3,400000 ; 1,268822
 3,560000 ; -7,015457
 3,720000 ; -2,291550
 3,880000 ; -3,740103
 4,040000 ; -40,944170
 4,200000 ; 3,099532
 4,360000 ; -0,039750
 4,520000 ; 3,323428
 4,680000 ; -1,445957
 4,840000 ; 0,686086
