 3,220000 ; 2,328185 ; 2,328185
 3,331000 ; 6,274240 ; 6,274240
 3,442000 ; 7,389905 ; 2,328185
 3,553000 ; -8,950346 ; 1,236084
 3,664000 ; -4,502994 ; -0,362899
 3,775000 ; 1,236084 ; -0,362899
 3,886000 ; -0,362899 ; -0,074802
 3,997000 ; -0,074802 ; 1,236084
 4,108000 ; 2,688406 ; 2,483967
 4,219000 ; 3,640448 ; 2,688406
 4,330000 ; 2,483967 ; 3,640448
 4,441000 ; 4,076614 ; 3,640448
 4,552000 ; 15,511843 ; 2,483967
 4,663000 ; 0,757605 ; 1,991677
 4,774000 ; -2,359608 ; 0,757605
 4,885000 ; 1,991677 ; 0,757605
 4,996000 ; -0,055211 ; 1,991677
 5,107000 ; 17,006038 ; 1,991677
 5,218000 ; 5,057844 ; 5,057844
 5,329000 ; 1,885944 ; 1,885944
